Fragment,Count
[7*]CC1=C=C(O)O1,2
[3*]OC(=C)CC(O)(O)C#C,2
[7*]C(O)CC(O)(O)C#C,2
[7*]CC1=CC(=C)O1,2
[7*]CC1=C=C(C)O1,2
[7*]CC1=CC(=O)O1,2
[13*]C1C=C(C#CC#C)O1,2
[7*]C1C#CC2(C)OC1(O)O2,2
[7*]C1C#CC2(O)OC1(C)O2,2
[7*]C1C#CC2(O)CC1(O)O2,2
[7*]C1C2=CC1(O)C2,2
[7*]C1C2=CC1(C)O2,2
[7*]C1C2=CC1(O)O2,2
[7*]C1C#CC12OC(C)(O)O2,2
[7*]C1C#CC12CC(O)(O)O2,2
[13*]C12C#CC1=CC(=O)O2,2
[15*]C12C#CC1=CC(=O)O2,2
[13*]C12C#CC1=C=C(O)O2,2
[15*]C12C#CC1=C=C(O)O2,2
[15*]C12C#CC1=CC(=C)O2,2
[13*]C12C#CC1=CC(=C)O2,2
[13*]C12C#CC1=C=C(C)O2,2
[15*]C12C#CC1=C=C(C)O2,2
[15*]C12C#CC1=CC(=O)C2,2
[15*]C12C#CC1=CC(O)=C2,2
[15*]C12C#CC1=C=C(O)C2,2
[4*]C(C)(C#C)C=C(O)O,2
[4*]C(O)(C#C)CC(=O)O,2
[4*]C(O)(C#C)C=C(O)O,2
[4*]C(O)(C#C)CC(=O)C#C,2
[1*]C(=O)C#CC(C)(O)C#C,2
[15*]C12C#CC1=C2C(=O)O,2
[15*]C12C#CC1=C2C(C)=O,2
[15*]C12C#CC1=C2C(=C)O,2
[4*]C(O)(C#C)C#CC(C)=O,2
[4*]C(O)(C#C)C#CC(=C)O,2
[7*]C(O)C#CC(O)(O)C#C,2
[4*]C(C)(C#C)C[7*],2
[4*]C(C)(C#C)CC(=O)O,2
[13*]C12OC(=C)C1=C2C#C,2
[15*]C12CC(=O)C1=C2C#C,2
[15*]C12C=C(O)C1=C2C#C,2
[13*]C12OC(=C=C1C#C)O2,2
[15*]C12C=C(C=C1C#C)O2,2
[13*]C12C=C(C=C1C#C)O2,2
[13*]C12CC(=C=C1C#C)O2,2
[15*]C12CC(=C=C1C#C)O2,2
[7*]CC#CC12CC(O)(O1)O2,2
[15*]C12OC(=O)C1=C2C#C,2
[13*]C12OC(=O)C1=C2C#C,2
[15*]C12OC(=C)C1=C2C#C,2
[4*]C(O)(C#C)CC(C)=O,2
[4*]C(O)(C#C)CC(=C)O,2
[4*]C(C)(C#C)C#CC(=O)O,2
[7*]CC#CC12OC(C)(O1)O2,2
[15*]C12C=C=C=CC(=C1)O2,2
[13*]C12C#CC=CC(=C1)O2,2
[15*]C12C#CC=CC(=C1)O2,2
[15*]C12C=CC#CC(=C1)O2,2
[13*]C12C=CC#CC(=C1)O2,2
[15*]C12C=C=C=C=C(C1)O2,2
[13*]C12C=C=C=C=C(C1)O2,2
[13*]C12C#CC=C=C(C1)O2,2
[15*]C12C#CC=C=C(C1)O2,2
[15*]C12C#CC#CC(C1)O2,2
[13*]C12C#CC#CC(C1)O2,2
[13*]C12C=C=C=C1C(=C)O2,2
[15*]C12C=C=C=C1C(=C)O2,2
[15*]C12C#CC=C1C(=C)O2,2
[13*]C12C#CC=C1C(=C)O2,2
[15*]C12C=C=C=C1C(=O)C2,2
[15*]C12C#CC=C1C(=O)C2,2
[15*]C12C=C=C=C1C(O)=C2,2
[15*]C12C#CC=C1C(O)=C2,2
[13*]C12C=C=C=C=C(O1)O2,2
[13*]C12C#CC=C=C(O1)O2,2
[13*]C12C#CC#CC(O1)O2,2
[13*]C12C=C=C=CC(=C1)O2,2
[8*]CC(O)=C=C=C=O,2
[8*]CC(=C)C=C=C=O,2
[8*]CC(=C)C#CC=O,2
[8*]CC(C)=C=C=C=O,2
[13*]C12C=C1C#CC(=O)O2,2
[15*]C12C=C1C#CC(=O)O2,2
[13*]C12C=C1C#CC(=C)O2,2
[15*]C12C=C1C#CC(=C)O2,2
[15*]C12C=C1C#CC(=O)C2,2
[15*]C12C=C(O)C#CC1=C2,2
[13*]C12C=C=C=C1C(=O)O2,2
[15*]C12C=C=C=C1C(=O)O2,2
[15*]C12C#CC=C1C(=O)O2,2
[13*]C12C#CC=C1C(=O)O2,2
[1*]C(=O)CC(O)(C#C)C#C,2
[8*]CC(=O)C=C=C=C,2
[7*]CC(=O)C[8*],2
[8*]CC(=O)C#CC=C,2
[8*]CC(O)=C=C=C=C,2
[8*]CC(O)=C=CC#C,2
[8*]CC(O)C#CC#C,2
[8*]CC(=O)C=C=C=O,2
[8*]CC(=O)C#CC=O,2
[4*]C(C#C)(C#C)C=C(O)O,2
[7*]C([8*])C(=C)C,2
[13*]C12C=C(O1)C2=C=C=O,2
[15*]C12C=C(O1)C2=C=C=O,2
[15*]C12C=C(C1)C2=C=C=O,2
[13*]C12C=C(C#CC1=C)O2,2
[15*]C12C=C(C#CC1=C)O2,2
[15*]C12C=C(C#CC1=O)O2,2
[13*]C12C=C(C#CC1=O)O2,2
[15*]C12C=C(C#CC1=O)C2,2
[13*]C12C=C(O1)C2=C=C=C,2
[15*]C12C=C(O1)C2=C=C=C,2
[7*]C1C2=CC1([15*])O2,2
[7*]C1C2=CC1([13*])O2,2
[4*]C1(C)C#CC(O)(O)C#C1,2
[4*]C(C#C)(C#C)CC(=O)O,2
[15*]C12C#CC#CC1(C)O2,2
[13*]C12C#CC#CC1(C)O2,2
[13*]C12C#CC#CC1(O)O2,2
[15*]C12C#CC#CC1(O)O2,2
[15*]C12C#CC#CC1(O)C2,2
[15*]C1C2(C)CC1(O)O2,2
[15*]C1C2(O)CC1(O)C2,2
[15*]C1(C)C#CC(=O)C#C1,2
[8*]C(C)C#CC#C,2
[15*]C1C2(C)OC1(C)O2,2
[3*]OC(=C)C#CC(C)(O)O,2
[7*]C(O)C#CC(C)(O)O,2
